[[File:A logo for the Elva manufacturer of racing prototypes.gif|125px| Elva racing car manufacturer logo.]]	1955	Bexhill, Sussex
AS Tallink Grupp	1989	Tallinn
UPMC (University of Pittsburgh Medical Center)	1893	Palo Alto, California
Ulysse Nardin 	1846	
Odense Steel Shipyard	1917	Munkebo
Ball Corporation 	1880	Woodbury, Nassau County, New York|Woodbury, New York
Newell Rubbermaid Inc.	1903	Toronto, Ontario
Rubbermaid	1920	Atlanta, Georgia (U.S. state)|Georgia
	1955	Issy-les-Moulineaux
Sharpie	1857	Downers Grove, Illinois
DDSG Blue Danube Schiffahrt GmbH	1829	Uniondale, New York
DiscoveRx Corporation	2000	Hamamatsu
Tata Steel Europe Ltd. 	1918	Rancho Cucamonga, California
Singapore Bus Services (1978) Limited	1973	Deerfield, Illinois
Zoran Corporation	1983	Sunnyvale, California|Sunnyvale, California
Hamburger Verkehrsverbund	1965	Hamburg
Comdial Corporation	1977	Nishitōkyō, Tokyo|Nishitōkyō, Tokyo |
Fegyver- és Gépgyár (FÉG)	1891	
Tokyo Electric Instrument and Sound Company	1948	
Sporveien Oslo AS	1924	Mumbai, Maharashtra
The Brink’s Company	1859	 Global HQ &lt;br /&gt; Auburn Hills, Michigan, United States|USA &lt;br /&gt;Canada &lt;br /&gt; Toronto, Canada &lt;br /&gt; European Head Office &lt;br /&gt; Birmingham, United Kingdom|UK &lt;br /&gt; North Eastern Europe &lt;br /&gt;Blumberg, Germany|DE&lt;br /&gt; Latin America &lt;br /&gt; Mexico &lt;br /&gt; Brazil &lt;br /&gt; Santana de Parnaiba, Brazil &lt;br /&gt; Asia Pacific &lt;br / &gt; Victoria (Australia)|Victoria, Australia &lt;br /&gt; New Zealand &lt;br /&gt; Auckland, New Zealand
Chris-Craft Boats	1874	
Scotia Prince Cruises	1970	Portland, Maine|Portland
Ramco Systems Limited |	1989	Chennai |
Cinelli	1948	Milan
Iron Ore Company of Canada |	1949	Milan
Mols-Linien	1964	
Wagon Pars	1974	 Arak, Iran|Arak
Zebra Technologies	1969	Avadi, Chennai, Tamil Nadu
 Vestas Wind Systems A/S	1945	 Aarhus
Toyota Motor Manufacturing Texas, Inc	2003	San Antonio, Texas
Fastline Ltd	1994	Doncaster
Schneider	1935	Athens 
Projects and Development India Limited	1978	
United States Rubber Company (Uniroyal)	1892	Naugatuck, Connecticut
Fazioli Pianoforti	1981	Uniondale, New York|Uniondale, Long Island, New York | 
Tasti D-Lite, LLC	1987	
Wabash National|	1985	Redwood City, California
Quad Electroacoustics Limited	1936	Hangzhou
Yugoslav Railways &lt;br /&gt; Jugoslavenske željeznice / &lt;br /&gt; Југословенске железнице &lt;br /&gt; Jugoslovenske železnice / &lt;br /&gt; Jugoslovanske železnice &lt;br /&gt; Југословенски железници	1945	Belgrade
VTech Innovation, L.P.	1984	Belgrade
The Spaceship Company |	2005	Toronto
Lutsky Avtomobilnny Zavod - LuAZ	1955	Lutsk
Roshen Confectionery Corporation	1996	Kiev
	2002	North Sydney, New South Wales|North Sydney
	2002	Cleveland, Ohio
Great Indian Peninsula Railway	1849	Bombay
Triple E Recreational Vehicles	1965	Winkler, Manitoba
Gillig Corporation	1890	25800 Clawiter Road&lt;br&gt;Hayward, California 94545
Breguet SA	1775	Vallée de Joux 
Hamburger Hochbahn AG	1911	Hamburg
Techint	1945	Rostock
Structural Dynamics Research Corporation	1967	Rostock
 FILM Ferrania s.r.l.	1923	 Cairo Montenotte (SV)
Chopard	1860	Geneva
Tata Power&lt;br&gt;टाटा पावर	1911	Geneva
 Aerostar S.A.	1953	 Bacău
Kinetic Honda	1984	
TRL Limited	| foundation       = 
	Wokingham, Berkshire
NOHAB	1916	Trollhättan
Energy Brands	1996	Whitestone, Queens|Whitestone, Queens, New York
Steelcase Inc.	1912	Whitestone, Queens|Whitestone, Queens, New York
Hanjin Shipping	1977	
	|foundation       = 
	Paris
L&amp;T.png	1938	L&amp;T House, Ballard Estate,&lt;br&gt;Mumbai, Maharashtra
Compagnie des Montres Longines	1832	Saint-Imier
Linx AB	2000	Gothenburg
Millennium Transit Services, LLC	2003	Nashville, Tennessee
John Brown &amp; Company (Clydebank) Limited	1851	 Lake Zurich, Illinois|Lake Zurich, Illinois|IL
William Beardmore and Company, Ltd.	1887	Indianapolis, Indiana
Lear Corporation	1917	Southfield, Michigan
FGU Goznak	1808	17 Mytnaya St. Moscow
Picatinny Arsenal	1880	Morris County, New Jersey
 Veraz Networks Inc.	1986	 San Jose, CA |
Audemars Piguet	1875	Le Brassus
Edelbrock, LLC	1938	Singapore
Enarsa	2004	Rome
Vector Limited	1999	Newmarket, New Zealand|Newmarket, Auckland
IGB Eletrônica S.A.	1964	Basel
SAIL-Bhilai Steel Plant |	1955	Baker Lake, Nunavut
Fisher &amp; Paykel Appliances Holdings Limited	1934	East Tamaki, Auckland
 Videocon Industries Limited.	1979	Mumbai
House of Guitars	1964	Beijing 
Transnet SOC Ltd.	1990	Frederick, Maryland
Smith &amp; Nephew plc	1856	Munich
Henry Repeating Arms Company	1962	Munich
PetroVietnam	1977	Hanoi
 voestalpine AG	1938	New York City, New York
 SK Hynix Inc.	1983	 Beijing
Universal Helicopters |	1963	Tokyo
 CenterPoint Energy	1882	 
BFG Tech|	2002	Lake Forest, Illinois |
 Cogent Communications Group, Inc.	1999	Lake Forest, Illinois |
Sheffield Forgemasters International &lt;br&gt; (Forgemasters)	1805	Sheffield
Panalpina Welttransport Holding AG|	1935	Tel Aviv
Avoca Handweavers	1723	
Rotring	1928	Hamburg
Le Creuset 	1925	Fresnoy-le-Grand
Tamron Co., Ltd. &lt;br&gt; 株式会社タムロン |	1950	Guastalla, Italy
Sanmina Corporation	1980	San Jose, California
General Motors of Canada Limited	1918	Oshawa, Ontario
Feinwerkbau Westinger &amp; Altenburger GmbH	1951	Boca Raton, Florida 
Marion Power Shovel Company	1884	Marion, Ohio
Vostok Watch Makers, Inc.	1942	Chistopol
MOL Nyrt.	1957	Budapest
Walmsley &amp; Lyons	1922	Blackpool then Coventry
Prasarana Malaysia Berhad (Prasarana)|	1998	Kansas City, Missouri|Kansas City
Prismacolor	1938	Oak Brook, IL
ArcelorMittal Kryvyi Rih	1932	Kryvyi Rih
	1946	Graz
Hon Hai Precision Industry Co., Ltd.	1974	Tucheng District, New Taipei
Londonderry &amp; Lough Swilly Railway	1853	46221 Landing Parkway&lt;br/&gt;Fremont, California
XFX	2002	Ontario, California
Associated British Ports (ABP)	| foundation       =
	London
Sea Containers Ltd	1965	Hamilton, Bermuda|Hamilton  Bermuda&lt;br&gt;London  United Kingdom
Dongfeng Yueda Kia Motor Co., Ltd. 	2002	Yancheng, Jiangsu
Alkermes, plc	| foundation       =
	Dublin
Hurley	1981	
MTL Trust Holdings	1992	Stein, Bavaria|Stein (Middle Franconia)
Eat'n Park	1949	Homestead, Pennsylvania|Homestead, Pennsylvania
Superfast Ferries S.A.|	1993	Wolverhampton
Panda Energy International, Inc.	1982		35 Sukhumvit Road, Khlong Toei Nuea, Watthana District|Wattana, Bangkok
Pendleton Woolen Mills	1863		35 Sukhumvit Road, Khlong Toei Nuea, Watthana District|Wattana, Bangkok
The Wilbur Chocolate Company	1865	London
OGMA - Indústria Aeronáutica de Portugal 	1918	Fabriano, Italy 
Ukrzaliznytsia&lt;br&gt;&lt;small&gt;{{lang|ua|Укрзалізниця}}&lt;/small&gt;	1991	Fabriano, Italy 
Door to Door Storage	1996	
VicRoads&lt;br /&gt;''(Roads Corporation of Victoria)''	1989	Kew, Victoria
Vestax Corporation&lt;br/&gt;{{lang|ja|ベスタクス株式会社}}	1977	Culver City, CA
Union Switch &amp; Signal	1881	Pittsburgh
Safetran Systems Corporation	1920	Louisville, Kentucky
Changan Suzuki Automobile Co., Ltd.	1993	Chongqing
Jordan Steel|	1993	
Veolia Environnement S.A.	1853	Harstad |
Bogdan Corporation	2005	Cherkasy
Wheeling-Pittsburgh Steel Corporation |	1920	Cecil Township, Pennsylvania
Simson	1856	Washington County, Oregon&lt;br/&gt;United States&lt;br&gt;{{coord|45.51535|-122.7961|type:landmark_source:googlemaps_region:US-OR|display=inline,title}} &lt;!-- geocoded street address --&gt;
Infratil Limited	1994	Washington County, Oregon&lt;br/&gt;United States&lt;br&gt;{{coord|45.51535|-122.7961|type:landmark_source:googlemaps_region:US-OR|display=inline,title}} &lt;!-- geocoded street address --&gt;
FKI	1920	Treviso
Albemarle Corporation |	1994	
Airbus UK Limited	1997	Bristol
 OJSC Novolipetsk Steel &lt;br&gt; OAO Новолипецкий металлургический комбинат	1931	Bristol
Schindler Group	1874	Ebikon
Société Nationale des Chemins de Fer Luxembourgeois (CFL)	1946	Ebikon
Serco Group plc	1929	Mansfield, Ohio
Dadi Automobile Group Co., Ltd.	| foundation       =
	Baoding, Hebei
Thai Rung Union Car Public Co., Ltd	1967	Baoding, Hebei
J. S. Fry &amp; Sons	1761	Detroit, Michigan and Philadelphia, Pennsylvania
Berry Plastics Corporation |	1967	New Delhi
Consolidated Freightways	1929	Lund
Nidar AS	1912	525 South Flower Street&lt;br&gt;Los Angeles, California 90071
      <model>wikitext</model>
	1961	Scheveningen, Netherlands|The Netherlands
Crestron Electronics, Inc. |	1968	East Amherst, New York
MRF Limited 	1946	East Amherst, New York
PKP Szybka Kolej Miejska&lt;br&gt; w Trójmieście Sp. z o.o.	2000	
South East (Fujian) Motor Co., Ltd.&lt;br&gt;([[doing business as|trading as]] Soueast)	1995	
Mitsuoka Motor Co., Ltd.	1968	 Baoding, Hebei
From Rax to Rich's Inc.| logo                 = [[File:RaxROASTBeefPNG.png|225px|Rax Restaurants logo]]	1967	Ironton, Ohio, United States|U.S.&lt;ref name=raxrich&gt;http://www.raxroastbeef.com/contact/ Rax Roast Beef * I'd Rather Rax, Wouldn't You?, ''From Rax to Rich's Inc.'' contact page&lt;/ref&gt;
Mack Group	1997	
 Govia	1996	Rotterdam, 
Neoplan USA	1981	Hong Kong
Ariel Motor Company Ltd	2001	Crewkerne, Somerset
FAW Group Corporation	1953	Changchun
Christie Digital|	1929	2-1-1 Nihonbashi-Muromachi, Chūō, Tokyo
Diamond Aircraft Industries	1981	Wiener Neustadt
Compressor Controls Corporation (CCC) 	1961	Wiener Neustadt
[[Image:Hankook logo.svg|250px]]|	1941	Vilnius
Questar Pipeline Company|	1928	Shimonoseki 
Iraqi Republic Railways ('''IRR''')	1905	Minato, Tokyo|Minato, Tokyo
Wuhan Iron and Steel Group Corporation &lt;br /&gt; 武汉钢铁集团公司	1958	Wuhan, Hubei 
Wuhan Iron and Steel Company Limited &lt;br /&gt; 武汉钢铁股份有限公司	1997	Wuhan, Hubei 
Hyundai Hysco	1975	Newark, Ohio|Newark, Ohio
Hyundai Steel Co., Ltd.	1953	Incheon and Seoul
State Oil Company of Azerbaijan Republic (SOCAR)	1992	Baku
Towada-Kankō Electric Railway Co., Ltd.&lt;br&gt;十和田観光電鉄株式会社	1914	Towada, Aomori
SL Corporation&lt;br&gt;에스엘코포레이션	1954	Gyeongsan
Maine Chance Farm	1943	Manhattan, New York City
Tofaş Türk Otomobil Fabrikası A.Ş	1968	
Companhia Siderurgica Nacional (CSN)	1941	
	1973	
Banverket	1988	Borlänge
Bangladesh Railway &lt;br&gt; {{lang|bn|বাংলাদেশ রেলওয়ে}}	1862	Dhaka
Kranti Road Transport	1985	
Franck Muller	1991	Geneva
South Yorkshire Passenger Transport Executive	1974	Dallas, TX
Mel Bernie Company	1968	Burbank, California
Howard Miller Company |	1926	
Palliser Furniture |	1944	
Illich Iron &amp; Steel Works	1897	
Element Six	1946	
ATEN Technology |	1981	 San Jose, CA  |
Clariant	1995	Muttenz
Fremont Assembly	1962	Newton, Massachusetts|Newton, Massachusetts&lt;ref name=&quot;About&quot;&gt;{{cite web|url=http://www.tripadvisor.com/PressCenter-c6-About_Us.html|title=About TripAdvisor|publisher=TripAdvisor.com|accessdate=Dec 31, 2014}}&lt;/ref&gt;
      <model>wikitext</model>
	2002	
Naftogaz of Ukraine	7535445	Kyiv
Elfin Sports Cars Pty Ltd	1957	Simonside, South Shields
AK Steel Holding	1899	São Paulo
Cangene Corporation	1984	Madrid
Genome Valley	1999	Shameerpet
Ansonia Clock Company	1851	
Shanghai Maple Guorun Automobile Co., Ltd.&lt;br&gt;上海華普汽車	2000	Fengjing, Shanghai
Olin Corporation	1892	Clayton, Missouri
Privatbanen Sønderjylland ApS	1997	Tønder
Ingram Barge Company	1946	Nashville, Tennessee
Peabody Energy, Inc.	1883	Milpitas, California
Grupa PKP|	2001	Milpitas, California
PKP Intercity	2001	Palatine, Illinois
Przewozy Regionalne&lt;br&gt;Sp. z o.o.	2001	Palatine, Illinois
PKP Cargo SA|	2001	Palatine, Illinois
Kinder Morgan	1997	Palatine, Illinois
PKP Linia Hutnicza Szerokotorowa&lt;br&gt;Sp. z o.o.|	2001	Palatine, Illinois
TK Telekom Sp. z o.o.&lt;br&gt;&lt;small&gt;ex-''Telekomunikacja Kolejowa Sp. z o.o.''&lt;/small&gt;|	2001	Palatine, Illinois
PKP Energetyka&lt;br&gt;Sp. z o.o.|	2001	Palatine, Illinois
PKP Informatyka&lt;br&gt;Sp. z o.o.|	2001	Palatine, Illinois
PKP Polskie Linie Kolejowe&lt;br&gt;Sp. z o.o.|	2001	Palatine, Illinois
Color Group AS	1990	
SELEX Sistemi Integrati S.p.A. 	2005	
Mitropa	1916	Munich
Shosholoza MeyL	| foundation     = 
	San Antonio, Texas|
Italia Marittima S.p.A.	1836	Minsk
Yokohama Rubber Company	1917	Tokyo
Sumitomo Rubber Industries, Ltd. 	1909	Tokyo
Toyo Tire &amp; Rubber Co., Ltd.	1945	Tokyo
Transat A.T. Inc.	1987	
TraXion A/S	2001	Padborg
Hawker Siddeley Switchgear	|foundation       = 
	
KHS GmbH	1993	Dortmund, Germany
ANEK LINES S.A	1967	San Jose, California
Takamine Guitars	1962	Nakatsugawa, Gifu
Nordjyske Jernbaner A/S	2001	Hjørring &lt;ref name=&quot;about NJ&quot;/&gt;
FMC Corporation	1883	Philadelphia, Pennsylvania
GWA International Limited	| foundation = &lt;!-- this parameter modifies &quot;Founded&quot; --&gt;
	
Plains All American Pipeline, L.P.	1998	Woonsocket, Rhode Island
Audio-Technica Corporation	1962	Machida, Tokyo
St. Jude Medical	1976	Saint Paul, Minnesota
El Salam Maritime Transport Co	| foundation       =
	Cairo
Sanyang Motor Co., Ltd.	1986	Hsinchu
Kooga Rugby Ltd.	1997	Rochdale, England
Cartamundi	1970	Turnhout
Simmering-Graz-Pauker AG|	  foundation     = |
	London
Gerdau S.A. |	1901	Xitun District|Xitun, Taichung
Linfox	1956	Essendon Fields, Victoria
Patties	1966	
NMDC Limited 	1958	Ivry-sur-Seine
Transnet Freight Rail	1910	Johannesburg
SAME Deutz-Fahr	1942	Treviglio
Israel Chemicals Ltd. 	1968	Tel-Aviv
George England and Co.	1839	Tel-Aviv
OPK Oboronprom	2002	Moscow
Terrafugia	2006	Woburn, Massachusetts
Great Northern Railway (Ireland)	1876	Greensboro, North Carolina
Grupo México S.A.B. de C.V.	1978	Milford, Connecticut   
'''Hadeed'''	1979	Jeddah and Al-Jubail
Bulgarian State Railways	1885	Sofia
Goodyear Aerospace Corporation	1963	Akron, Ohio
Calico Light Weapons Inc	1982	Cornelius, Oregon
W. L. Gore &amp; Associates, Inc.	1958	Hong Kong
Pressed Steel Car Company	1899	Greenland, New Hampshire
OJSC Luhanskteplovoz	1896	Luhansk
&lt;br&gt;&lt;small&gt;1918-1996&lt;/small&gt;&lt;br&gt;Koninklijke Nederlandsche Hoogovens en Staalfabrieken&lt;br&gt;&lt;br&gt;&lt;small&gt;1996-1999&lt;/small&gt;&lt;br&gt;Koninklijke Hoogovens	1918	IJmuiden
DB Schenker Rail Polska&lt;br /&gt;Spółka Akcyjna|	2001	Mumbai
PCC Śląskie Linie Kolejowe&lt;br&gt;Sp. z o.o.|	  foundation     = |
	Mumbai
PCC Rail Sea&lt;br&gt;Sp. z o.o.|	2004	Milton Keynes
Lotos Kolej&lt;br&gt;Sp. z o.o.|	2003	Milton Keynes
Orlen KolTrans&lt;br&gt;Sp. z o.o.|	2001	Milton Keynes
ARRIS	1995	
Aurizon Holdings Limited	2004	Brisbane
Hick, Hargreaves &amp; Co. 	1833	Bolton
Chichibu Railway Co., Ltd.&lt;br /&gt;秩父鉄道株式会社	1899	
Sharp, Stewart and Company	1852	Liverpool
P&amp;O European Ferries	1987	
Rothwell, Hick and Rothwell 	1822	Bolton
Enterprise Products Partners L.P.	1968	Enterprise Plaza&lt;br&gt;Houston, Texas
Estes Express Lines	1931	Richmond, Virginia
	1930	Ironbridge, near Telford
Barcelona Traction, Light and Power Company, Limited	1911	Barcelona
Ferrocentral	1979	Buenos Aires
 Christofle	1830	 Paris
General Motors Europe 	1986	Glendale, California
Genzyme Corporation	1981	Cambridge, Massachusetts
The Peel Group	1920	
Rail Wheel Factory	1984	Honolulu
Eversholt Rail (UK) Limited	1994	Athens
Angel Trains Limited 	1994	Athens
Spoon Sports Co., Ltd. 	1988	
Karnataka State Road Transport Corporation &lt;br&gt;ಕರ್ನಾಟಕ ರಾಜ್ಯ ರಸ್ತೆ ಸಾರಿಗೆ ನಿಗಮ	1974	Bangalore
P&amp;O Portsmouth	1999	
Rotterdamse Elektrische Tram N.V.	1927	Rotterdam
Black Hills Ammunition	1981	Rapid City, South Dakota|Rapid City
The Interislander &lt;br&gt; ''Ngā Waka &lt;small&gt;([[Māori language|Māori]])&lt;/small&gt;''	1962	Wellington
Fuji Electric Co., Ltd.	1923	Wellington
Viking Range Corporation	1987	Greenwood, MS
Leggett &amp; Platt	1883	Kansas City, Missouri
Shandong HIPO Group Co., Ltd.&lt;br&gt;([[doing business as|trading as]] Heibao)	| foundation       =
	Weihai
Aceralia	1997	
Usinor	| foundation       = 
	
Arbed S.A.	1911	 Luxembourg City
Federal Shipbuilding and Drydock Company	1917	
Fraport AG	1947	Paris
Bengal Nagpur Railway	2011	Kolkata
UOP LLC	1914	Des Plaines, Illinois
U.S. Fire-Arms Manufacturing Co, Inc.	1998	Hartford, Connecticut
TT-Line	1962	
Alphapharm |	1982	
IISCO	1918	Devens, Massachusetts|Devens, Massachusetts|MA
Worthington Industries	1955	Columbus, Ohio
Comboios de Portugal	1951	 Lisbon
Veolia Verkehr GmbH	| foundation       =
	Berlin
 Fuchs Petrolub AG	1931	New York, NY
Youngstown Sheet and Tube Company |	1900	Roanoke, Virginia (1890-1993)&lt;br&gt;Fort Worth, Texas (1993-2005)
Rotary Watches Ltd	1895	Regent Street|Regent Street, London
ONEOK, Inc.	1906	Tulsa, Oklahoma
King Long United Automotive Industry Co., Ltd &lt;br/&gt; 厦门金龙联合汽车工业有限公司	1988	Xiamen, Fujian
China Railway Corporation	2013	Beijing
Aerospace, Transportation and Advanced Systems Laboratory	| foundation       =
	Atlanta, Georgia
STX, LLC	1970	Deerfield Beach, Florida
Plastech Engineered Products |	1988	
Moser Baer	1983	
National Rail Corporation	1992	
 Nexans S.A.	2000	
Weissenborn	1925	Fujairah |
 Champion Bus	| foundation  =  
	Vancouver, BC
EVRAZ plc|	1992	  Yakum
üstra Hannoversche Verkehrsbetriebe AG	1986	Hanover
Trenes de Buenos Aires	1995	
Ferrovías S.A.C.	1994	
RoboDynamics Corporation |	2003	
Metropolitano	1994	Buenos Aires
CityNightLine AG	1945	Dortmund
Abertis Infraestructuras, S.A. |	2003	Moscow
P&amp;O Nedlloyd	1997	Rotterdam
Light Rail Transit Authority 	1980	Canonsburg, Pennsylvania
Mohamed Abdulmohsin Al Kharafi and Sons Company&lt;br&gt;مجموعة الخرافي	1956	
Zhuzhou Electric Locomotive Works &lt;br/&gt;株洲电力机车	1936	Zhuzhou
 South Jersey Industries, Inc.	1910	 Folsom, New Jersey
General Steel Industries, Inc.	1928	Suresnes&lt;ref&gt;{{cite journal |last=Pérignon |first=Sylvain |url=http://www.persee.fr/web/revues/home/prescript/article/homso_0018-4306_1968_num_9_1_1141 |date=1968 |title=Action syndicale et décentralisation industrielle : les grèves de janvier 1968 dans la région caennaise |trans_title=Union action and industrial decentralisation: January 1968 strikes in Caen |issue=9 |journal=L'Homme et la société |publisher=L'Harmattan |issn=2101-0226 |doi=10.3406/homso.1968.1141}}&lt;/ref&gt;
Bambi	1989	Požarevac
Lam Eng Rubber	1940	
 Geox S.p.A.	1995	 Montebelluna
Fire-Lite Alarms	1940	Northford, Connecticut
P&amp;O Irish Sea	1998	Dover
Berol Corporation	1969	Lichfield
Gerber Plumbing Fixtures	| foundation       = 
	
imperiyal auto industries Limitd	1962	New York City, New York
Al Ghurair Group	1960	Dubai
de Grisogono	1993	Geneva
MAN Türkiye A.Ş.	1966	Ankara
[[Iveco Bus]]	1999	Belgrade
Tsubakimoto Chain Co.&lt;br /&gt;株式会社椿本チエイン	1917	Osaka
 Ferrovial, S.A.	1952	Liaocheng
Irish Continental Group Plc |	1972	Belcamp, MD
Trasmediterránea	1916	
Acciona, S.A.	1997	
BEST Undertaking	1873	Chantilly, Virginia |
A/S Hads-Ning Herreders Jernbane	1884	Odder
Lokalbanen A/S	2001	Hillerød
Andrew Handyside and Company	1848	
AVEVA Group plc	1967	Bangalore&lt;ref name=&quot;annual_report&quot;&gt;{{cite web|url=http://www.onmobile.com/sites/default/files/OnMobile-FY2013-Annual-Report.pdf|format=PDF|title=OnMobile Global Limited, Annual Report 2013|publisher=OnMobile|accessdate=2014-02-26}}&lt;/ref&gt;
Palmers Shipbuilding and Iron Company	1852	Ahmedabad, Gujarat
Meridian Audio	1977	Ahmedabad, Gujarat
UMM	1977	Santa Clara, California
Luminox	1989	San Rafael, California
ALROSA OJSC	1992	 London
Irwin Industrial Tools	1885	San Francisco, California
LD Lines	2005	Suresnes
Vemb-Lemvig-Thyborøn&lt;br&gt;Jernbane A/S	1879	Lemvig
Severstal	1993	San Diego
Systema Engineering	1993	San Diego
	1997	
Busan Transportation Corporation	2006	
Apotex, Inc. 	1974	Virginia
James Purdey &amp; Sons Limited	1814	London
Overseas Containers Limited	1965	London
Cook Group Incorporated	1963	Bloomington, Indiana
Kerala State Water Transport Department	1968	Alappuzha, Kerala
Ironclad Games	2003	Broomfield, Colorado
Axcelis Technologies, Inc.|	1995	Osaka
Novelis|	2005	Auckland City
Azimut - Benetti S.p.A. 	1969	Paris
Service Electric Cable TV, Inc.|	1948	Waltham, Massachusetts
Railway Board	1853	Bloomington, Illinois
Hawthorn Leslie &amp; Company	1886	global, officially Brussels, Belgium
Swiss Post|	1849	Zurich,  Switzerland
Teletype Corporation	1928	Portland, Oregon
Van Briggle Pottery 	1901	Colorado Springs, Colorado 
PLATIT AG |	1992	
OC Oerlikon Corporation AG |	1973	
Tirrenia Compagnia Italiana di Navigazione	1936	Naples
JSC Russian Railways	2003	Moscow
Zamperla	1960	Pune
Hatch |	1955	  Fred F. French Building,&lt;br&gt;New York City|New York, New York|NY
Landis+Gyr AG	1896	Zug
Keen	2003	Buffalo, New York&lt;ref name=homepage&gt;http://www.ecustoms.com/index.cfm&lt;/ref&gt;
Transneft JSC	1992	Moscow
ff3700	2006	Kiev
Hyundai Sungwoo Automotive Korea Co., Ltd. 	1987	Seoul
SemGroup	2001	Tulsa, Oklahoma
Wilson Benesch	1989	Rockford, Illinois
Actavis plc	1984	Los Angeles, California |
Lindsay Corporation	1955	Omaha, Nebraska
Toyota Motor Manufacturing Indiana |	1996	Herzliya
 Indra Sistemas, S.A.	1993	Aarhus
Chicago Bridge &amp; Iron Company 	1889	Auckland
Gurley Precision Instruments	1845	
 Galp Energia, SGPS, S.A.	1999	Santiago de Chile|Santiago
Bombay, Baroda and Central India Railway	1855	Bombay
CTL Logistics&lt;br&gt;S. A.|	1992	Bucharest
DB Schenker Rail Rybnik S.A.|	1965	Boston
Owen Sound Transportation Company	1921	
Siderúrgica Venezolana S.A.	1948	Kolkata
	1968	Uusikaupunki
Transports publics fribourgeois	2000	Fribourg
 Bucyrus International, Inc.	1880	 South Milwaukee, Wisconsin|South Milwaukee, Wisconsin
Kenya Railways Corporation&lt;br /&gt;(KRC)	1977	Penrith, Cumbria|Penrith, Cumbria
Acerinox, S.A. |	1970	Riga
ACS, Actividades de Construcción y Servicios, S.A.	1997	Madrid
AB Stockholms Spårvägar|	1915	Braintree, Massachusetts
#4B89E6	1983	Yarmouth Port, Massachusetts
Chance Morgan	2001	Yarmouth Port, Massachusetts
Chance Rides Manufacturing	1961	Yarmouth Port, Massachusetts
 Enagás, S.A.	1972	Yarmouth Port, Massachusetts
Hercules Incorporated	1912	
The Kelly Springfield Tire Company	1894	Akron, Ohio|Akron, Ohio
Integrated Microelectronics, Inc |	1980	Munich
Vogtlandbahn	2001	Munich
[[File:Verkehrsbetriebe Zürich (logo).png]]	1896	Mumbai
Iron Horse Bicycles, LLC	1987	Mumbai
Regal Beloit Corporation	1955	Beloit, Wisconsin
Kawasaki Heavy Industries Rolling Stock Company	1906	Los Angeles, California
Bundaberg Brewed Drinks 	1960	
 Tod's S.p.A.	| foundation        =  
	 Sant'Elpidio a Mare
Twinlab Corporation	1968	 Sant'Elpidio a Mare
Metrowagonmash&lt;br/&gt;&lt;small&gt;{{lang-ru|ОАО&amp;nbsp;&quot;Метровагонмаш&quot;}}&lt;/small&gt;	1897	Mytishchi
Transports en commun lyonnais (TCL)	1942	 boulevard Marius Vivier Merle, Lyon
SeaFrance	1996	
Ford-Werke GmbH	1925	Niehl (Köln)|Niehl, Cologne, North Rhine-Westphalia
Nettbuss AS	1925	Niehl (Köln)|Niehl, Cologne, North Rhine-Westphalia
P&amp;O Stena Line	1998	
Compuspec Industries Ltd |	1982	San Diego, California
Tetra Holding GmbH. |	1950	Roskilde
Fosen Trafikklag ASA	1957	Kufstein
TrønderBilene AS	1920	Nettetal |
NTS ASA	1970	Quezon City|
Haas Automation, Inc.	1983	Oxnard, California
Hurtigruten AS	1866	Los Angeles, California
Denel SOC Ltd	1991	Port Glasgow, United Kingdom|UK
Tamil Nadu State Transport Corporation Limited	1972	Chennai
State Express Transport Corporation (TamilNadu) Limited	1996	Chennai
America Latina Logistica S.A.	1997	San Diego, California&lt;ref&gt;
Fujitsu Ten Limited	1972	Kobe
Hämmerli	1863	Belgrade
NXP Semiconductors	2006	Midrand, Johannesburg
Rentech	1981	Los Angeles, California
Polini S.p.A.	1940	Manchester
National Freight Corporation	1948	
Mitsubishi Motors North America	1981	Parsippany, New Jersey&lt;br&gt;Indianapolis, Indiana
#4B89E6	1950	Parsippany, New Jersey&lt;br&gt;Indianapolis, Indiana
Iron Grip Barbell Company	1993	Mumbai
 Haiku Studios	1993	
Arrium Limited|	2000	
Mammoet|	  foundation     = |
	 Hyderabad, India|Hyderabad, Telangana
Nichia Corporation	1956	
[[Image:Equiterre couleurs2.png|centre|150px]] 	1992	Oslo
Digital Reality	1991	London
Cort Guitars	1960	
Go West Midlamds	2006	Paris
ServersCheck|	2003	Paris
Fred. Olsen, S.A.	1974	 Riga
Ultra Electronics Holdings plc	1920	North Ryde, New South Wales
 Konecranes Plc	1994	 Hyvinkää
[[Image:Coby logo.svg]]|	1991	
Simca do Brasil	| key_people = [[Henri Théodore Pigozzi]], Simca founder and investor, [[Paulo Macedo Gontijo]], general manager upon the Company's foundation, [[Jacques Jean Pasteur]], followed as general manager and streamlined manufacturing process, [[Sebastião Dayrell da Lima]], the Company's first president.
	 San Diego, California
Coker Tire	1958	Chattanooga, Tennessee, United States
Nizhniy Tagil Iron and Steel Works&lt;BR&gt;Нижнетагильский металлургический комбинат|	1992	
Nizhnekamskneftekhim	1967	
Mechel OAO&lt;br/&gt;Мечел	2003	Moscow
Chelyabinsk Tube Rolling Plant|	1942	
General Aircraft Limited	1931	
Maxum	| foundation = 
	
